question_i,question_j,winner,style
Who was the last inmate of Spandau jail in Berlin?,Who or what was Gentle Ben in the 60s TV series?,1,evidential_1
Who was the last inmate of Spandau jail in Berlin?,To the nearest million what is the population of Australia?,1,evidential_1
What was Eddie Murphy's first movie?,"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",2,evidential_1
What was Eddie Murphy's first movie?,In the 80s who wrote the novel Empire of The Sun?,2,evidential_1
What was Eddie Murphy's first movie?,Who had a 70s No 1 hit with Let's Do It Again?,1,evidential_1
What was Eddie Murphy's first movie?,Who was the first US-born winner of golf's British Open?,1,evidential_1
What was Eddie Murphy's first movie?,What was the profession of Paul Strand (1890 - 1976)?,2,evidential_1
What was Eddie Murphy's first movie?,What did the Lone Ranger's title Kemo Sabe mean in Apache?,1,evidential_1
What was Eddie Murphy's first movie?,In which country is the Sky Train Rail bridge?,1,evidential_1
What was Eddie Murphy's first movie?,Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,2,evidential_1
What was Eddie Murphy's first movie?,What would Kevin Scale have been called if it had adopted the originator's first name?,1,evidential_1
What was Eddie Murphy's first movie?,What is the Japanese share index called?,1,evidential_1
In the 80s who wrote the novel Empire of The Sun?,Of which African country is Niamey the capital?,2,evidential_1
In the 80s who wrote the novel Empire of The Sun?,Who recorded the When Harry Met Sally soundtrack?,2,evidential_1
In the 80s who wrote the novel Empire of The Sun?,Why is the site of a boxing match called a ring when it's square?,2,evidential_1
In the 80s who wrote the novel Empire of The Sun?,Who first hosted Family Feud?,1,evidential_1
In the 80s who wrote the novel Empire of The Sun?,The flag of Libya is a plain rectangle of which color?,1,evidential_1
In the 80s who wrote the novel Empire of The Sun?,What comic strip character was named after heavyweight boxing champion James J. Jeffries?,1,evidential_1
In the 80s who wrote the novel Empire of The Sun?,Who was the man behind The Chipmunks?,1,evidential_1
In the 80s who wrote the novel Empire of The Sun?,What is Mel Gibson's middle name?,1,evidential_1
In the 80s who wrote the novel Empire of The Sun?,How old was Jimi Hendrix when he died?,1,evidential_1
In the 80s who wrote the novel Empire of The Sun?,Which drink did The Spice Girls promote?,1,evidential_1
Kagoshima international airport is in which country?,Who was the defending champion when Martina Navratilova first won Wimbledon singles?,1,evidential_1
Kagoshima international airport is in which country?,How was the European Recovery Program in the 1940s more commonly known?,2,evidential_1
Kagoshima international airport is in which country?,In what year's Olympics were electric timing devices and a public-address system used for the first time?,1,evidential_1
Kagoshima international airport is in which country?,Who was the first person after Scott to reach the South Pole overland?,2,evidential_1
Kagoshima international airport is in which country?,Dave Gilmore and Roger Waters were in which rock group?,2,evidential_1
Kagoshima international airport is in which country?,Which musician founded the Red Hot Peppers?,1,evidential_1
Kagoshima international airport is in which country?,In which sport could the Pacers take on the Pistons?,2,evidential_1
Kagoshima international airport is in which country?,Brandon Lee died during the making of which movie?,1,evidential_1
Kagoshima international airport is in which country?,"In the Bible, who did the sun and moon stand still before?",1,evidential_1
Kagoshima international airport is in which country?,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,2,evidential_1
In which sport could the Pacers take on the Pistons?,"""Complete this Biblical quotation: """"It is easier for a camel to go through the eye of a needle, than...""",1,evidential_1
In which sport could the Pacers take on the Pistons?,How old was Jimi Hendrix when he died?,1,evidential_1
In which sport could the Pacers take on the Pistons?,Who was the first US-born winner of golf's British Open?,1,evidential_1
In which sport could the Pacers take on the Pistons?,Who was the defending champion when Martina Navratilova first won Wimbledon singles?,1,evidential_1
In which sport could the Pacers take on the Pistons?,In which country is the Sky Train Rail bridge?,1,evidential_1
In which sport could the Pacers take on the Pistons?,What is the name of Terence and Shirley Conran's dress designer son?,1,evidential_1
In which sport could the Pacers take on the Pistons?,Which was the only eastern bloc country to participate in the 1984 LA Olympics?,1,evidential_1
In which sport could the Pacers take on the Pistons?,Who was the last inmate of Spandau jail in Berlin?,1,evidential_1
In which sport could the Pacers take on the Pistons?,Dave Gilmore and Roger Waters were in which rock group?,1,evidential_1
In which sport could the Pacers take on the Pistons?,Kagoshima international airport is in which country?,1,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",1,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,What was Truman Capote's last name before he was adopted by his stepfather?,1,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,What is Osbert Lancaster best known for producing?,1,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,What was Eddie Murphy's first movie?,1,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,What did the Lone Ranger's title Kemo Sabe mean in Apache?,2,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,"In the very first Boston Marathon, 15 runners competed. How many finished?",2,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,Bandar Seri Begawan International airport is in which country?,2,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,Where did the Shinning Path terrorists operate?,1,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,Which musical featured the song The Street Where You Live?,2,evidential_1
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,What book knocked Henry Kissinger's White house Years out of first place on the best-seller list in November 1979?,-1,evidential_1
Where in Canada is the Lion's Gate bridge?,What would Kevin Scale have been called if it had adopted the originator's first name?,1,evidential_1
Where in Canada is the Lion's Gate bridge?,Who or what was Gentle Ben in the 60s TV series?,2,evidential_1
Where in Canada is the Lion's Gate bridge?,Which US No 1 single came from Diana Ross's platinum album Diana?,-1,evidential_1
Where in Canada is the Lion's Gate bridge?,What was the profession of Paul Strand (1890 - 1976)?,1,evidential_1
Where in Canada is the Lion's Gate bridge?,In what year's Olympics were electric timing devices and a public-address system used for the first time?,2,evidential_1
Where in Canada is the Lion's Gate bridge?,"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",1,evidential_1
Where in Canada is the Lion's Gate bridge?,Bandar Seri Begawan International airport is in which country?,2,evidential_1
Where in Canada is the Lion's Gate bridge?,Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,1,evidential_1
Where in Canada is the Lion's Gate bridge?,Dave Gilmore and Roger Waters were in which rock group?,2,evidential_1
Where in Canada is the Lion's Gate bridge?,Which journalist first told the world about the My Lai massacre?,1,evidential_1
What was Walter Matthau's first movie?,Brandon Lee died during the making of which movie?,1,evidential_1
What was Walter Matthau's first movie?,What is Mel Gibson's middle name?,2,evidential_1
What was Walter Matthau's first movie?,"""How many different animal shapes are there in the """"Animal Crackers"""" cookie zoo?""",1,evidential_1
What was Walter Matthau's first movie?,Who was the youngest brother in the Beach Boys?,-1,evidential_1
