question,ground_truth,llama3 base,llama3 confident_1,llama3 confident_2,llama3 doubtful_1,llama3 doubtful_2,llama3 evidential_1,llama3 evidential_2,judge_base,judge_confident_1,judge_confident_2,judge_doubtful_1,judge_doubtful_2,judge_evidential_1,judge_evidential_2
Who was declared Model of the Millennium by Vogue editor Anna Wintour?,Cindy Crawford.,Cindy Crawford,Cindy Crawford,Cindy Crawford,Cindy Crawford,Cindy Crawford,Cindy Crawford,Cindy Crawford,yes,yes,yes,yes,yes,yes,yes
Which politician was born Goldie Mabovich?,Golda Meir.,Nelson Mandela,Nelson Mandela,Ronald Reagan,Nelson Mandela,Nelson Mandela,Nelson Mandela,Nelson Mandela,no,no,no,no,no,no,no
Which famous English highwayman was hanged for horse-stealing in April 1739?,Dick Turpin.,Dick Turpin,Dick Turpin,Dick Turpin,Dick Turpin,Dick Turpin,Dick Turpin,Dick Turpin,yes,yes,yes,yes,yes,yes,yes
Which 1960 film is based on the 1954 film Seven Samurai?,The Magnificent Seven.,The Magnificent Seven,The Magnificent Seven,The Magnificent Seven,The Magnificent Seven,The Magnificent Seven,The Magnificent Seven,The Magnificent Seven,yes,yes,yes,yes,yes,yes,yes
"The Molotov-Ribbentrop Pact, signed in August 1939, was between which two countries?",Germany and Soviet Union.,Soviet Union and Germany,The Soviet Union and Germany.,The Soviet Union and Germany.,The Soviet Union and Germany.,The Soviet Union and Germany.,The Soviet Union and Germany.,The Soviet Union and Germany.,yes,yes,yes,yes,yes,yes,yes
Who became the host of the BBC Radio 1 weekday breakfast show in September 2012?,Nick Grimshaw.,Chris Moyles,Chris Moyles,Chris Moyles,Chris Moyles,Chris Moyles,Chris Moyles,Chris Moyles,no,no,no,no,no,no,no
Who delivered their famous The Ladys Not For Turning speech in October 1980?,Margaret Thatcher.,Margaret Thatcher,Margaret Thatcher,Margaret Thatcher,Margaret Thatcher,Margaret Thatcher,Margaret Thatcher,Margaret Thatcher,yes,yes,yes,yes,yes,yes,yes
Who co-presents the UK television quiz show Eggheads?,Jeremy Vine.,Clem Offley,Dermot Murnaghan and Jeremy Vine,Dermot Murnaghan and Jeremy Vine,Dermot Murnaghan and Jeremy Vine,Dermot Murnaghan and Jeremy Vine,Clem Offley,Clem Offley,no,yes,yes,yes,yes,no,no
The World Bog Snorkelling Championships are held annually in which European country?,Wales.,Northern Ireland,Northern Ireland,Northern Ireland,Northern Ireland,Northern Ireland,Northern Ireland,Northern Ireland,no,no,no,no,no,no,no
"What it the title of the second James Bond film, which opened in the UK in 1963?",From Russia with Love,From Russia with Love,From Russia with Love,From Russia with Love,From Russia with Love,From Russia with Love,From Russia with Love,From Russia with Love,yes,yes,yes,yes,yes,yes,yes
What were the names of the founder of British company JCB?,Joseph Cyril Bamford.,Joseph Cyril Bamford,Joseph Cyril Beaumont,Joseph Cyril Beaumont,Joseph Cyril Bamford,Joseph Cyril Bamford,Joseph Cyril Beaumont (JC) Bamford,Joseph Cyril Bamford,yes,no,no,yes,yes,yes,yes
"In the Anna Sewell novel, what is Black Beauty?",A horse.,A horse,a horse,a horse,A horse,A horse,a horse,a horse,yes,yes,yes,yes,yes,yes,yes
"The fictitious station of Walford East, which features in the UK television series Eastenders, replaces which London Underground station on the tube map?",Bromley-by-Bow station.,Baker Street,Whitechapel,Stepney Green,Stepney Green,Stepney Green,Stepney Green,Stepney Green,no,no,no,no,no,no,no
Who wrote the 1975 novel The History Man?,Alan Bennett.,Malcolm Bradbury,Malcolm Bradbury,Malcolm Bradbury,Malcolm Bradbury,Malcolm Bradbury,Malcolm Bradbury,Malcolm Bradbury,no,no,no,no,no,no,no
Which late English singer was born Ronald William Wycherley in April 1940?,Billy Fury.,Tom Jones,Tom Jones,Tom Jones,Tom Jones,Tom Jones,Tom Jones,Tom Jones,no,no,no,no,no,no,no
Which former English cricket umpire received an OBE in 2012?,Dickie Bird received an OBE.,Peter Willey,Peter Willey,Peter Willey,Peter Willey,Peter Willey,Peter Willey,Peter Willey,no,no,no,no,no,no,no
"Who directed the 1969 film Women in Love, starring Oliver Reed and Glenda Jackson?",Ken Russell.,Ken Russell,Ken Russell,Ken Russell,Ken Russell,Ken Russell,Ken Russell,Ken Russell,yes,yes,yes,yes,yes,yes,yes
Mount Entoto is the highest peak overlooking which African capital city?,"Addis Ababa, Ethiopia.",Addis Ababa,Addis Ababa,Addis Ababa,Addis Ababa,Addis Ababa,Addis Ababa,Addis Ababa,yes,yes,yes,yes,yes,yes,yes
Which train is the holder of the world speed record for steam locomotives?,Mallard holds the record.,Flying Scotsman,Flying Scotsman,Flying Scotsman,Flying Scotsman,Flying Scotsman,LNER Class A3 4-6-2 No. 446,Flying Scotsman,no,no,no,no,no,no,no
"Which English monarch banned the sale and consumption of coffee in a bid to close coffee houses, claiming they were places where people met to plot against him?",King Charles II in 1675.,Charles II,Charles II,Charles II,Charles II,Charles II,Charles II,Charles II,yes,yes,yes,yes,yes,yes,yes
Who is the narrator on the UK television show The Only Way Is Essex?,"Denise van Outen, briefly, then Denise was replaced",Dermott Griffin,Dermot O'Leary,Dermot O'Leary,Dermot O'Leary,Dermot O'Leary,Dermott Griffin,Dermott O'Leary,no,no,no,no,no,no,no
The names of which late British radio presenters albums were published online in 2012 in a project called The Space?,Kenneth Williams.,Iain Lee,John Peel,John Peel,John Peel,John Peel,Iain Lee,Iain Lee,no,no,no,no,no,no,no
The 2002 film We Were Soldiers is set in which war?,Vietnam War.,Vietnam War,Vietnam War,Vietnam War,Vietnam War,Vietnam,Vietnam War,Vietnam War,yes,yes,yes,yes,yes,yes,yes
"What was the name of the boutique run by Malcolm McLaren and Vivienne Westwood at 430 Kings Road, London, between 1974 and 1976?","Sex, then renamed Seditionaries, and finally Seditionaries.",Let It Rock,Let It Rock,Let It Rock,Let It Rock,Let It Rock,Let It Rock,Let It Rock,no,no,no,no,no,no,no
"Which fashion brand had the advertising tagline When you put it on, something happens?",Calvin Klein.,Calvin Klein,Calvin Klein,Calvin Klein,Calvin Klein,Calvin Klein,Calvin Klein,Calvin Klein,yes,yes,yes,yes,yes,yes,yes
Which two countries has the most frequently crossed international border in the world?,US and Canada border.,Canada and United States,United States and Canada,United States and Canada,United States and Canada,United States and Canada,United States and Canada,United States and Canada,yes,yes,yes,yes,yes,yes,yes
"What is the title of the 18th Century novel by Lawrence Sterne, which was published in nine volumes?",The Life and Opinions of Tristram Shandy.,Tristram Shandy,Tristram Shandy,Tristram Shandy,Tristram Shandy,Tristram Shandy,Tristram Shandy,Tristram Shandy,yes,yes,yes,yes,yes,yes,yes
"In 1973, which Chicago building became the tallest in the world?",The Sears Tower.,Willis Tower (formerly Sears Tower),Willis Tower,Willis Tower,Willis Tower,Willis Tower,Willis Tower,Willis Tower (formerly Sears Tower),yes,yes,yes,yes,yes,yes,yes
Philippa of Hainault was the wife of which English monarch?,King Edward III.,Edward III,Edward III,Edward III,Richard II,Edward III,Edward III,Edward III,yes,yes,yes,no,yes,yes,yes
"Late English criminal Bruce Reynolds masterminded which infamous robbery, which he later referred to as his Sistine Chapel ceiling",The Great Train Robbery.,Great Train Robbery,Great Train Robbery,Great Train Robbery,Great Train Robbery,Great Train Robbery,Great Train Robbery,Great Train Robbery,yes,yes,yes,yes,yes,yes,yes
Rower Alex Partridge and hockey player Hannah Macleod had what stolen from a nightclub in October 2012?,Their Olympic bronze medals.,Mobile phones,Mobile phones,Mobile phones,Mobile phones,Mobile phones,Mobile phones,Mobile phones,no,no,no,no,no,no,no
Which English peer and courtier has been the most popular candidate proposed for the authorship of Shakespeares works?,"Edward de Vere, 17th Earl of Oxford.","Edward de Vere, 17th Earl of Oxford.","Edward de Vere, Earl of Oxford","Edward de Vere, 17th Earl of Oxford.",Edward de Vere,Edward de Vere,Edward de Vere,Edward de Vere,yes,yes,yes,yes,yes,yes,yes
Which US artist married Lee Krasner in 1945?,Jackson Pollock.,Jackson Pollock,Jackson Pollock,Jackson Pollock,Jackson Pollock,Jackson Pollock,Jackson Pollock,Jackson Pollock,yes,yes,yes,yes,yes,yes,yes
Who played Gomez Addams in the 1993 film Addams Family Values?,Raul Julia played Gomez Addams.,Raul Julia,Raul Julia,Raul Julia,Raul Julia,Raul Julia,Raul Julia,Raul Julia,yes,yes,yes,yes,yes,yes,yes
"In politics and economics, what Wednesday refers to 16th September 1992, when the British government was forced to withdraw the pound sterling from the European Rate Mechanism, after they were unable to keep it above its agreed lower limit?",Black Wednesday.,Black Wednesday,Black Wednesday,Black Wednesday,Black Wednesday,Black Wednesday,Black Wednesday,Black Wednesday,yes,yes,yes,yes,yes,yes,yes
"In June 1991, which late US President was exhumed to test whether his death was caused by arsenic poisoning and not gastrointestinal illness?",Zachary Taylor.,John F. Kennedy,John F. Kennedy,John F. Kennedy,Zachary Taylor,John F. Kennedy,John F. Kennedy,John F. Kennedy,no,no,no,yes,no,no,no
"In May 1999, after over 20 years of restoration work, which painting by Leonardo da Vinci was placed back on display in Milan?",The Last Supper.,The Last Supper,The Last Supper,The Last Supper,The Last Supper,The Last Supper,The Last Supper,The Last Supper,yes,yes,yes,yes,yes,yes,yes
What is the surname of the family in the BBC comedy series Outnumbered?,The Brockman family.,The Brookses.,Brookstein,The Brookses.,The Brookses.,The Brookses.,The surname of the family in the BBC comedy series 'Outnumbered',The Brookses.,yes,no,yes,no,no,yes,yes
"In medicine, Daltonism (or deuteranopia) is better known by what name?",Red-green color blindness.,Green blindness,Green blindness,Green blindness,Color blindness,Color blindness,Green blindness,Green blindness,no,no,no,yes,yes,yes,no
"Queen Joan of Navarre, who was imprisoned for witchcraft, was the stepmother of which English monarch?",Henry IV of England.,Edward VI,James VI,James VI,James VI,James VI of Scotland (later James I of England),James VI of Scotland (later James I of England),James VI of Scotland (later James I of England),no,no,no,no,yes,yes,yes
Who became British Prime Minister in October 1922?,Andrew Bonar Law.,Bonar Law,Bonar Law,Bonar Law,Bonar Law,Bonar Law,Bonar Law,Bonar Law,yes,yes,yes,yes,yes,yes,yes
Who played Saffron Monsoon in the UK television comedy series Absolutely Fabulous?,Julia Sawalha played Saffron Monsoon.,Julia Sawalha,Julia Sawalha,Julia Sawalha,Julia Sawalha,Julia Sawalha,Julia Sawalha,Julia Sawalha,yes,yes,yes,yes,yes,yes,yes
What is the title of William Shakespeares shortest play?,The Comedy of Errors.,The Complete Woman,The New Inn,The Answer: The Complete Wonder of Nature,The Answer: The Complete Weakly Tales For This Present Age,The Answer: The Complete Weakly Gazette,The New Way Old.,The Answer: The Complete Wonder of Nature,no,no,no,no,no,no,no
"Which, then fictional, award is mentioned in the opening scene of the 1950 film All About Eve, starring Bette Davis?",The Sarah Siddons Award.,Sarah Siddons Award,The Sarah Siddons Award,Sarah Siddons Award,Sarah Siddons Award,Sarah Siddons Award,Sarah Siddons Award,The Sarah Siddons Award,yes,yes,yes,yes,yes,yes,yes
Which UK television chef made Earl Grey and mandarin hot cross buns for Waitrose?,Heston Blumenthal.,Mary Berry,Paul Hollywood,Mary Berry,Paul Hollywood,Paul Hollywood,Mary Berry,Mary Berry,no,no,no,no,no,no,no
The drummer of which band was the winner of the 2011 UK television show Strictly Come Dancing?,Harry Judd of McFly.,Bruno Mars,Bruno Mars,Bruno Mars,Bruno Mars,Bruno Mars,Bruno Mars,Bruno Tonioli,no,no,no,no,no,no,no
"Noss, Unst, Lamba and Foula are part of which Scottish island group?",The Shetland Islands.,Shetland Islands,Shetland Islands,Shetland Islands,Shetland Islands,Shetland Islands,Shetland Islands,Shetland Islands,yes,yes,yes,yes,yes,yes,yes
What was late singer Michael Jacksons first solo UK number one hit single?,One Day in Your Life.,Ben,Don't Stop 'Til You Get Enough,Don't Stop 'Til You Get Enough,Don't Stop 'Til You Get Enough,Don't Stop 'Til You Get Enough,Don't Stop 'Til You Get Enough,Don't Stop 'Til You Get Enough,no,no,no,no,no,no,no
What is the name of the laboratory in New Jersey which is associated with Thomas Edison?,West Orange Laboratory.,Edison National Laboratory,Edison Laboratory,Edison Laboratories,Edison Laboratories,Thomas Edison National Historical Park,Edison Laboratory,Edison Laboratory,no,no,no,no,no,no,no
"In the US television show The Sopranos, what is the name of Tony Sopranos psychiatrist?",Dr. Jennifer Melfi.,Dr. Jennifer Melfi,Dr. Jennifer Melfi,Dr. Jennifer Melfi,Dr. Jennifer Melfi,Dr. Jennifer Melfi,Dr. Jennifer Melfi,Dr. Jennifer Melfi,yes,yes,yes,yes,yes,yes,yes
Which US President was born Lesley Lynch King Jr?,Gerald R. Ford.,Lyndon B. Johnson,Lyndon B. Johnson,Barack Obama,Lyndon B. Johnson,Lyndon B. Johnson,Barack Obama,Lyndon B. Johnson,no,no,no,no,no,no,no
Who played Thelma in the UK television series The Likely Lads?,Sheila Fearn played Thelma in 'The Likely Lads'.,Brigitte Forsayde,Brigitte Forsayde,Brigitte Nicholson,Mollie Sugden,Brigitte Forsyth,Brigitte Bryant,Brigitte Forsayde,no,no,no,no,no,no,no
"Bernard, Deadeye, Orville and Madame Medusa are all characters in which Disney filmn",The Rescuers Down Under.,The Rescuers Down Under,The Rescuers Down Under,The Rescuers Down Under,The Rescuers Down Under,The Rescuers Down Under,The Rescuers Down Under,The Rescuers Down Under,yes,yes,yes,yes,yes,yes,yes
"Terry Molloy, David Gooderson and Julian Bleach have all portrayed which villain in the UK television series Dr Who?",Davros.,The Master,The Master,The Master,The Master,The Master,The Master,The Master,no,no,yes,no,no,no,no
"In February 1987, which UK airline was privatised and listed on the London Stock Exchange?",British Airways.,British Airways,British Airways,British Airways,British Airways,British Airways,British Airways,British Airways,yes,yes,yes,yes,yes,yes,yes
The history of all the hitherto existing society is the history of class struggles is part of the first chapter of which publication?,The Communist Manifesto.,Das Kapital,"""Manifesto of the Communist Party""","""The Communist Manifesto""","""The Communist Manifesto""","""The Communist Manifesto""","""The Communist Manifesto""","""The Communist Manifesto""",no,yes,yes,yes,yes,yes,yes
Which are the four Fixed Signs of the Zodiac?,"Taurus, Leo, Scorpio, and Aquarius.","Taurus, Leo, Scorpio, Aquarius","Leo, Scorpio, Taurus, Aquarius","Leo, Scorpio, Taurus, Aquarius","Leo, Scorpio, Taurus, Aquarius","Taurus, Leo, Scorpio, Aquarius","Leo, Scorpio, Taurus, Aquarius","Taurus, Leo, Scorpio, Aquarius",yes,yes,yes,yes,yes,yes,yes
Jack Nicholson played Randle McMurphy in which film?,One Flew Over the Cuckoo's Nest.,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,yes,yes,yes,yes,yes,yes,yes
What is the name of the woollen gown worn by a junior barrister in the UK who has not taken silk?,Stuff gown.,Bar-at-law,Bar Jacket,Bar Jacket,Bar Jacket,Bar Jacket,Bar Jacket,Bar-at-law gown,no,no,no,no,no,no,yes
"Which late American musician, who pioneered the styles of rock and roll and rockabilly, was born Vincent Eugene Craddock in 1935?",Gene Vincent.,Eddie Cochran,Eddie Cochran,Eddie Cochran,Eddie Cochran,Eddie Cochran,Eddie Cochran,Eddie Cochran,no,no,no,no,no,no,no
Josiah Tulkinghorn is Sir Lester Dedlocks lawyer in which novel by Charles Dickens?,Bleak House.,Bleak House,Bleak House,Bleak House,Bleak House,Bleak House,Bleak House,Bleak House,yes,yes,yes,yes,yes,yes,yes
Who was Britains first female Olympic boxing Gold medal winner?,"Nicola Adams, in 2012 London Olympics.",Nouchka Fontijn,Nicola Adams,Nouchka Fontijn,Nicola Adams,Nicola Adams,Nicola Adams,Nicola Adams,no,yes,no,yes,yes,yes,yes
Which duo wrote the UK television series Dads Army?,Jimmy Perry and David Croft.,Jimmy Perry and David Croft,Jimmy Perry and David Croft,Jimmy Perry and David Croft,David Croft and Jimmy Perry,David Croft and Jimmy Perry,Jimmy Perry and David Croft,Jimmy Perry and David Croft,yes,yes,yes,yes,yes,yes,yes
Which Muppet from the television series shares a name with a former US President?,Kermit Roosevelt's niece is a Muppet named Roosevelt.,Grover Cleveland,Grover Cleveland,Grover Cleveland,Grover Cleveland,Grover Cleveland,Grover Cleveland,Grover Cleveland,no,no,no,no,no,no,no
